cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url	list_type
the Sigule-Salang list	241	imatoea	NA	man	man	orang laki-laki	75	77	193	TRUE									MALE PERSON	2106	https://concepticon.clld.org/parameters/2106	NBL
the Sigule-Salang list	242	ealofé	NA	vrouw	woman	orang perempuan	76	78	194	TRUE									WOMAN	962	https://concepticon.clld.org/parameters/962	NBL
the Sigule-Salang list	243/244	imatoea nonoko	NA	mannelijk <unsp.>	male (human) [ID_243]; male (animal) [ID_244]	laki-laki [ID_243]; jantan [ID_244]	110	111	195	FALSE									MALE	1553	https://concepticon.clld.org/parameters/1553	NBL
the Sigule-Salang list	248	afoejoeˈ	NA	maagd	virgin	gadis	77	79	-	FALSE									VIRGIN	2298	https://concepticon.clld.org/parameters/2298	NBL
the Sigule-Salang list	249	afoejoeˈ	NA	maagdom	virginity	perawan, kegadisan	77	79	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	250	achè	NA	jongen	boy, lad	anak laki-laki	78	80	-	FALSE									BOY OR SON	2391	https://concepticon.clld.org/parameters/2391	NBL
the Sigule-Salang list	252	nono ealofé	NA	meisje	girl	gadis	79	81	-	FALSE									GIRL	1646	https://concepticon.clld.org/parameters/1646	NBL
the Sigule-Salang list	255	eukoe	NA	vader	father	ayah	80	82	201	TRUE									FATHER	1217	https://concepticon.clld.org/parameters/1217	NBL
the Sigule-Salang list	257/258	nònò	NA	kind <unsp.>	oldest child [ID_257]; youngest child [ID_258]	anak sulung [ID_257]; anak bungsu [ID_258]	82	84	203	TRUE									CHILD	2099	https://concepticon.clld.org/parameters/2099	NBL
the Sigule-Salang list	261	ònò dimatoewa	NA	zoon	son	anak laki-laki	83	85	-	FALSE									SON	1620	https://concepticon.clld.org/parameters/1620	NBL
the Sigule-Salang list	262	nono ialafi	NA	dochter	daughter	anak perempuan	84	86	-	FALSE									DAUGHTER	1357	https://concepticon.clld.org/parameters/1357	NBL
the Sigule-Salang list	263	nènèˈ bapaˈ	NA	grootvader	grandfather	nenek laki-laki (kakek)	85	87	207	FALSE									GRANDFATHER	1383	https://concepticon.clld.org/parameters/1383	NBL
the Sigule-Salang list	264	nènèˈ mamaˈ	NA	grootmoeder	grandmother	nenek perempuan (nenek)	89	90	208	FALSE									GRANDMOTHER	1496	https://concepticon.clld.org/parameters/1496	NBL
the Sigule-Salang list	267	nènèh moejong	NA	voorouders	ancestors	leluhur, nenek moyang	88	89	-	FALSE									ANCESTORS	1669	https://concepticon.clld.org/parameters/1669	NBL
the Sigule-Salang list	268	sådarå	NA	broeder	brother	saudara laki-laki	90	91	-	TRUE									BROTHER	1262	https://concepticon.clld.org/parameters/1262	NBL
the Sigule-Salang list	269	soedarå ilalafi	NA	zuster	sister	saudara perempuan	91	92	-	TRUE									SISTER	1263	https://concepticon.clld.org/parameters/1263	NBL
the Sigule-Salang list	270	molalepaj	NA	oudere broeder	older brother	kakak laki-laki (kandung)	92	93	209	FALSE									OLDER BROTHER	1759	https://concepticon.clld.org/parameters/1759	NBL
the Sigule-Salang list	274	dòlòˈ	NA	kleinkind	grandchild	cucu	94	95	211	FALSE									GRANDCHILD	1617	https://concepticon.clld.org/parameters/1617	NBL
the Sigule-Salang list	275/276	wāli	NA	oom <unsp.>	uncle FB [ID_275]; uncle MB [ID_276]	paman FB [ID_275]; paman MB [ID_276]	95	96	212	FALSE									UNCLE	1327	https://concepticon.clld.org/parameters/1327	NBL
the Sigule-Salang list	287-290	achékoe	NA	neef <unsp.>	nephew BoS [ID_287]; nephew ByS [ID_288]; nephew ZoS [ID_289]; nephew ZyS [ID_290]	kemenakan (laki-laki) BoS [ID_287]; kemenakan (laki-laki) ByS [ID_288]; kemenakan laki-laki ZoS [ID_289]; kemenakan laki-laki ZyS [ID_290]	98	99	215	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	291-294	kakah (kasewå)	NA	nicht <unsp.>	niece BoD [ID_291]; niece ByD [ID_292]; niece ZoD [ID_293]; niece ZyD [ID_294]	kemenakan perempuan BoD [ID_291]; kemenakan perempuan ByD [ID_292]; kemenakan perempuan ZoD [ID_293]; kemenakan perempuan ZyD [ID_294]	99	100	215	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	297	matoea	NA	schoonouders	parents-in-law	mertua	-	100a	216	FALSE									PARENTS-IN-LAW	306	https://concepticon.clld.org/parameters/306	NBL
the Sigule-Salang list	299	euˈa	NA	schoonzoon	son-in-law	menantu laki-laki	100	101	-	FALSE									SON-IN-LAW	1056	https://concepticon.clld.org/parameters/1056	NBL
the Sigule-Salang list	300	euˈa	NA	schoondochter	daughter-in-law	menantu perempuan	101	102	-	FALSE									DAUGHTER-IN-LAW	1057	https://concepticon.clld.org/parameters/1057	NBL
the Sigule-Salang list	310	soedara	NA	schoonbroer	brother-in-law	ipar laki-laki	106	107	-	FALSE									BROTHER-IN-LAW	2314	https://concepticon.clld.org/parameters/2314	NBL
the Sigule-Salang list	315	āteu	NA	verwant	related	keluarga	107	108	221	FALSE									FAMILY	194	https://concepticon.clld.org/parameters/194	NBL
the Sigule-Salang list	317	matoea	NA	man (echtgenoot)	husband	suami	109	110	222	TRUE									HUSBAND	1200	https://concepticon.clld.org/parameters/1200	NBL
the Sigule-Salang list	318	ealofé	NA	vrouw (echtgenote)	wife	istri	111	112	223	TRUE									WIFE	1199	https://concepticon.clld.org/parameters/1199	NBL
the Sigule-Salang list	319	nafeu	NA	vriend	friend	teman, sahabat	-	-	224	FALSE									FRIEND	1325	https://concepticon.clld.org/parameters/1325	NBL
the Sigule-Salang list	323	faboechāˈ	NA	gast	guest	tamu	-	-	226	FALSE									GUEST	1782	https://concepticon.clld.org/parameters/1782	NBL
the Sigule-Salang list	324	padegangan	NA	gast, vreemdeling	guest, stranger	tamu, orang asing	-	689	-	FALSE									GUEST OR STRANGER	2908	https://concepticon.clld.org/parameters/2908	NBL
the Sigule-Salang list	326	banoèwaˈ	NA	land (staat)	country	negara	585	597	-	FALSE									COUNTRY	1300	https://concepticon.clld.org/parameters/1300	NBL
the Sigule-Salang list	327	koeta	NA	stad (of hoofdplaats)	town (capital)	kota (ibu kota)	587	599	-	FALSE									TOWN	1391	https://concepticon.clld.org/parameters/1391	NBL
the Sigule-Salang list	329	kampoeng etété	NA	bijdorp (gehucht)	hamlet	dukuh	589	600	228	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	330	lifa toetoe	NA	volk (volksstam)	people (tribe)	rakyat, bangsa (suku bangsa)	586	598	229	FALSE									TRIBE	1549	https://concepticon.clld.org/parameters/1549	NBL
the Sigule-Salang list	331	ènboe mandoea	NA	tovenaar (of bezweerder)	sorcerer	tukang sihir	201	204	-	FALSE									SORCERER	823	https://concepticon.clld.org/parameters/823	NBL
the Sigule-Salang list	332	pengawaj	NA	talisman	talisman	jimat	202	205	-	FALSE									MAGIC	392	https://concepticon.clld.org/parameters/392	NBL
the Sigule-Salang list	333	oewali mandoea	NA	toverspreuk	incantation	mantera	203	206	-	FALSE									BEWITCH	118	https://concepticon.clld.org/parameters/118	NBL
the Sigule-Salang list	334	sasi mandoea	NA	toverstok	magic wand	tongkat mantera	204	207	-	FALSE									MAGIC	392	https://concepticon.clld.org/parameters/392	NBL
the Sigule-Salang list	338	achouwgeu	NA	voorteken	omen	pertanda	208	211	-	FALSE									OMEN	107	https://concepticon.clld.org/parameters/107	NBL
the Sigule-Salang list	339	sètan	NA	spook	ghost	setan	209	212	-	FALSE									GHOST	1175	https://concepticon.clld.org/parameters/1175	NBL
the Sigule-Salang list	340	hantal	NA	goede geest	spirit	ruh baik	212	215	-	FALSE									SPIRIT	53	https://concepticon.clld.org/parameters/53	NBL
the Sigule-Salang list	341	oman-oman	NA	kwade geest	evil spirit	ruh jahat	207/213	210	-	FALSE									DEMON	1973	https://concepticon.clld.org/parameters/1973	NBL
the Sigule-Salang list	342	toepá	NA	vampier (heks, weerwolf)	vampire (witch, werewolf)	suanggi	-	216	230	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	343/344	biehoe	NA	ziel, geest (v.e. levende, v.e. dode) <unsp.>	soul, spirit [ID_343]; soul, ghost [ID_344]	jiwa, nyawa, ruh [ID_343]; ruh orang mati [ID_344]	214	217	231	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	343/344	njawa	NA	ziel, geest (v.e. levende, v.e. dode) <unsp.>	soul, spirit [ID_343]; soul, ghost [ID_344]	jiwa, nyawa, ruh [ID_343]; ruh orang mati [ID_344]	214	217	231	FALSE									NA	NA	NA	NBL
the Sigule-Salang list	345	toean alami	NA	opperwezen	the supreme being	yang maha kuasa	215	218	-	FALSE									DEITY	3231	https://concepticon.clld.org/parameters/3231	NBL
the Sigule-Salang list	346	pertjaja	NA	geloof	religion	agama	216	-	-	FALSE							<persjaja?>		RELIGION	661	https://concepticon.clld.org/parameters/661	NBL
the Sigule-Salang list	349	allah ta allah	NA	god	god	allah ; tuhan	-	-	234	FALSE		I add a generic term tuhan for god							GOD	1944	https://concepticon.clld.org/parameters/1944	NBL
the Sigule-Salang list	351	toelisan	NA	schrift	writing	tulisan	218	220	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	353	kertas	NA	papier	paper	kertas	220	222	-	FALSE									PAPER	648	https://concepticon.clld.org/parameters/648	NBL
the Sigule-Salang list	354	oela	NA	brief	letter	surat	223	224	-	FALSE									LETTER	1612	https://concepticon.clld.org/parameters/1612	NBL
the Sigule-Salang list	355	kitab	NA	boek (in alg.zin)	book	buku	221	223	-	FALSE									BOOK	963	https://concepticon.clld.org/parameters/963	NBL
the Sigule-Salang list	355	boekoe	NA	boek (in alg.zin)	book	buku	221	223	-	FALSE									BOOK	963	https://concepticon.clld.org/parameters/963	NBL
the Sigule-Salang list	360	langi	NA	hemel	heaven	sorga	228	-	-	FALSE									HEAVEN	1565	https://concepticon.clld.org/parameters/1565	NBL
the Sigule-Salang list	365	mahalĕ kalè	NA	bevolking	population	penduduk	233	231	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	366	kahidoepan	NA	leven hiernamaals	the afterlife	kehidupan setelah mati	234	232	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	367	euchi parangai	NA	deugd (goed zijn)	virtue	kebajikan	235	233	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	368	eadeu euchi péèl	NA	zonde (kwaad doen)	sin	dosa	236	234	237	FALSE									SIN	2971	https://concepticon.clld.org/parameters/2971	NBL
the Sigule-Salang list	369	ade denih	NA	verboden (onrein)	forbidden	pantangan, pemali	237	235	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	370	ade denih	NA	verboden (pemali, tabu)	forbidden, taboo	pemali	238	236	238	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	371	pekaeoai	NA	priester	priest	pemimpin agama laki-laki	239	237	239	FALSE									PRIEST	852	https://concepticon.clld.org/parameters/852	NBL
the Sigule-Salang list	375	banois béchoe	NA	heilige plaats	holy place	tempat suci	242	240	-	FALSE									TEMPLE	911	https://concepticon.clld.org/parameters/911	NBL
the Sigule-Salang list	376	talon	NA	nederzetting	settlement	pemukiman	590	-	-	FALSE									TOWN	1391	https://concepticon.clld.org/parameters/1391	NBL
the Sigule-Salang list	377	wohé fakot	NA	raadhuis	town hall	balai kota	591	601	-	FALSE									MEETING HOUSE	335	https://concepticon.clld.org/parameters/335	NBL
the Sigule-Salang list	378	radjå	6	koning	king	raja	593	603	-	FALSE			radjå ialafi	queen					KING	1508	https://concepticon.clld.org/parameters/1508	NBL
the Sigule-Salang list	381	datoeˈ	NA	hulubalang	guard	hulubalang	596	607	-	FALSE									GUARD	1940	https://concepticon.clld.org/parameters/1940	NBL
the Sigule-Salang list	382	banoea	7	plaats (die gevreesd wordt)	(sacred) place (held in awe)	tempat (menyeramkan)	243	241	-	FALSE							= ‘place’		PLACE (POSITION)	723	https://concepticon.clld.org/parameters/723	NBL
the Sigule-Salang list	386	datōˈ	NA	dorpshoofd	village head	kepala kampung	597	608	245	FALSE									CHIEFTAIN	301	https://concepticon.clld.org/parameters/301	NBL
the Sigule-Salang list	389	wali ātoea	NA	oudsten	village elders	orang tua-tua	599	610	248	FALSE									OLD (AGED)	2112	https://concepticon.clld.org/parameters/2112	NBL
the Sigule-Salang list	390	prangi	NA	krijgsman	warrior	pahlawan perang	600	619	-	FALSE									WARRIOR	3608	https://concepticon.clld.org/parameters/3608	NBL
the Sigule-Salang list	391	oentoeng	NA	geluk	happiness	kebahagiaan	210	213	-	FALSE									HAPPINESS	2941	https://concepticon.clld.org/parameters/2941	NBL
the Sigule-Salang list	392	silakå	NA	ongeluk	unhappiness	kesedihan, kemalangan	211	214	-	FALSE									SADNESS	3854	https://concepticon.clld.org/parameters/3854	NBL
the Sigule-Salang list	393	denih keula meuˈik	NA	vrije <vs. slaaf>	free man	orang merdeka (vs. budak)	601	620	-	FALSE									FREEMAN	384	https://concepticon.clld.org/parameters/384	NBL
the Sigule-Salang list	395	adat	NA	gewoonte, gebruik	custom	adat, kebiasaan	-	-	250	FALSE									CUSTOM	1747	https://concepticon.clld.org/parameters/1747	NBL
the Sigule-Salang list	399	hoekoem	NA	straffen	to punish	menghukum	608	625	252	FALSE									PUNISH	3649	https://concepticon.clld.org/parameters/3649	NBL
the Sigule-Salang list	400	dindōˈ	NA	boete	fine	denda	609	626	253	FALSE									FINE (PENALTY)	218	https://concepticon.clld.org/parameters/218	NBL
the Sigule-Salang list	401	saksi	NA	getuige	witness	saksi	610	627	-	FALSE									WITNESS	1144	https://concepticon.clld.org/parameters/1144	NBL
the Sigule-Salang list	402	fombilene	NA	rechter	judge	hakim	611	628	-	FALSE									JUDGE	861	https://concepticon.clld.org/parameters/861	NBL
the Sigule-Salang list	403	ofeu	NA	pandeling	credit bondsman	orang tergadai	603	622	254	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	404	kandoeri feumate	NA	lijkfeest	funeral ceremony	upacara kematian, pemakaman	245	243	255	FALSE									FUNERAL	3336	https://concepticon.clld.org/parameters/3336	NBL
the Sigule-Salang list	405	mahopai	NA	besnijden	to circumcise	menyunat	-	-	256	FALSE									CIRCUMCISION	393	https://concepticon.clld.org/parameters/393	NBL
the Sigule-Salang list	407/408	chawin	NA	huwen <unsp.> huwelijk	to marry, to take a wife, marriage [ID_407]; to marry, to take a husband, marriage [ID_408]	kawin/menikah, berbini, perkawinan [ID_407]; kawin/menikah, berlaki, perkawinan [ID_408]	246	244	258	FALSE									MARRIAGE OR WEDDING	3182	https://concepticon.clld.org/parameters/3182	NBL
the Sigule-Salang list	410	nifoeaˈ	NA	scheiden	to divorce	bercerai	247	245	260	FALSE									DIVORCE (SEPARATE)	3672	https://concepticon.clld.org/parameters/3672	NBL
the Sigule-Salang list	411	panoelang	NA	bruidsschat	bride price	mas kawin	248	246	261	FALSE									BRIDE PRICE	3024	https://concepticon.clld.org/parameters/3024	NBL
the Sigule-Salang list	412	djandji chawin	NA	trouwbelofte	betrothal	perjanjian	249	247	-	FALSE									AGREEMENT	3644	https://concepticon.clld.org/parameters/3644	NBL
the Sigule-Salang list	413	boechi faifali	NA	baren (bevallen)	to give birth to	melahirkan	250	248	262	FALSE									GIVE BIRTH	1195	https://concepticon.clld.org/parameters/1195	NBL
the Sigule-Salang list	414	bidèu	NA	vroedvrouw	midwife	bidan	251	249	-	FALSE									MIDWIFE	3859	https://concepticon.clld.org/parameters/3859	NBL
the Sigule-Salang list	415	soelat²	NA	overspel bedrijven	to commit adultery	berzinah	252	250	263	FALSE									ADULTERY	902	https://concepticon.clld.org/parameters/902	NBL
the Sigule-Salang list	416	soelit²	NA	lichtekooi	prostitute	pelacur	255	253	-	FALSE									PROSTITUTE	1610	https://concepticon.clld.org/parameters/1610	NBL
the Sigule-Salang list	418	njoloeng	NA	masker	mask	topeng	254	252	264	FALSE									MASK	2005	https://concepticon.clld.org/parameters/2005	NBL
the Sigule-Salang list	419	bisela	NA	viool (rebab)	violin	biola (rebab)	256	254	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Salang-Sigule list	420	sangkadoe	NA	fluit	flute	suling	257	255	265	FALSE									FLUTE	777	https://concepticon.clld.org/parameters/777	NBL
the Salang-Sigule list	421	tabo e larangon	NA	trom	drum	genderang	258	256	266	FALSE									DRUM	908	https://concepticon.clld.org/parameters/908	NBL
the Salang-Sigule list	423	gambang	NA	gambang	xylophone	gambang	260	258	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Salang-Sigule list	424	teeboe laranga	NA	gong	gong	gong	261	259	-	FALSE									GONG	2502	https://concepticon.clld.org/parameters/2502	NBL
the Salang-Sigule list	427	seroempit	NA	hoorn	horn	terompet	263	261	-	FALSE									HORN (INSTRUMENT)	939	https://concepticon.clld.org/parameters/939	NBL
the Salang-Sigule list	428	menali	8	dansen	to dance	menari	264	262	269	TRUE	dance		denoe menali				dansmiddel <? Dutch unclear>		DANCE	1879	https://concepticon.clld.org/parameters/1879	NBL
the Salang-Sigule list	430	iadeu oeila	NA	raadsel	riddle	teka-teki	-	226	271	FALSE									RIDDLE	2970	https://concepticon.clld.org/parameters/2970	NBL
the Salang-Sigule list	432	bedjodi	NA	spelen	to play	bermain	-	263	273	TRUE	play								PLAY	1413	https://concepticon.clld.org/parameters/1413	NBL
the Salang-Sigule list	433	ofenja	NA	tol	top	gasing	-	264	274	FALSE									TOP	1753	https://concepticon.clld.org/parameters/1753	NBL
the Salang-Sigule list	437	nohé	NA	huis	house	rumah	265	265	278	FALSE									HOUSE	1252	https://concepticon.clld.org/parameters/1252	NBL
the Salang-Sigule list	438	leheu-leheu	NA	hut (op het veld enz.)	hut, shelter	pondok	266	266	279	FALSE									HUT	1678	https://concepticon.clld.org/parameters/1678	NBL
the Salang-Sigule list	441/442	lengkěp nohé	NA	dakbedekking <unsp.>	roofing: thatch [ID_441]; roofing: bamboo lath [ID_442]	atap [ID_441]; atap: bilah, pelupuh bambu [ID_442]	268	268	-	FALSE		add. Malay							ROOF	769	https://concepticon.clld.org/parameters/769	NBL
the Salang-Sigule list	446	tekěntiae	NA	dakspar	rafter	kasau	-	270	282	FALSE									RAFTER	829	https://concepticon.clld.org/parameters/829	NBL
the Salang-Sigule list	446	heté hioe	NA	dakspar	rafter	kasau	-	270	282	FALSE									RAFTER	829	https://concepticon.clld.org/parameters/829	NBL
the Salang-Sigule list	449	bintoe	NA	deur	door	daun pintu	270	271	-	FALSE									DOOR	1567	https://concepticon.clld.org/parameters/1567	NBL
the Salang-Sigule list	451	leurkefi bélé	NA	venster	window	jendela	271	272	-	FALSE									WINDOW	1375	https://concepticon.clld.org/parameters/1375	NBL
the Salang-Sigule list	452	oedjoeng	NA	hoek	corner	sudut	-	273	286	FALSE									CORNER	192	https://concepticon.clld.org/parameters/192	NBL
the Salang-Sigule list	453	nola	NA	trap	staircase, steps	tangga, anak tangga	272	274	287	FALSE		add. anak tangga							STAIRS	34	https://concepticon.clld.org/parameters/34	NBL
the Salang-Sigule list	454	bāfaˈ oela	NA	ladder	ladder	tangga	273	275	287	FALSE									LADDER	1464	https://concepticon.clld.org/parameters/1464	NBL
the Salang-Sigule list	456/457	fofaˈ	NA	vloer <unsp.>	floor (made from bamboo lath) [ID_456]; floor (made from wood) [ID_457]	lantai (dari bambu) [ID_456]; lantai (dari kayu) [ID_457]	274	276	289	FALSE									FLOOR	1632	https://concepticon.clld.org/parameters/1632	NBL
the Salang-Sigule list	458/459	dinding	NA	omwanding <unsp.>	wall (plank wall) [ID_458]; wall (bamboo wall) [ID_459]	dinding (papan) [ID_458]; dinding (bilik) [ID_459]	275	277	290	FALSE									NA	NA	NA	NBL
the Salang-Sigule list	461	kai nohé alawa	NA	hoofdstijlen	main posts	tiang rumah	276	278	292	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045	NBL
